date,name,km,km/h,Points,Airfield,Club,Region of club,Aircraft
5/1/2024,Bernie Sizer,433.76,81.88,550.1431,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
5/1/2024,Jaroslaw Mosiejewski,458.61,84.28,548.6824,Horsham,Geelong Gliding Club,AU-VIC,PIK-20 B
5/1/2024,Jan Habermann,502.41,87.03,545.2205,Narromine,N/A,AU-NSW,Duo Discus
5/1/2024,Sophie Curio,420.73,83.89,503.06,Narromine,Kingaroy Soaring Club,AU-NSW,LS 4 neo
5/1/2024,Jorgen Thomsen,448.89,92.14,484.19998,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Arcus M
5/1/2024,Attila Bertok,537.84,73.29,482.4125,Narromine,N/A,AU-NSW,Duo Discus
5/1/2024,Lynn Anderson,480.81,88.55,480.62302,Lake Keepit,N/A,AU-NSW,Duo Discus XT
5/1/2024,Leo Davies,477.66,81.66,472.86002,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 32
5/1/2024,Jacques Graells,463.22,87.07,469.40494,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
5/1/2024,Norm Bloch,422.82,116.1,468.96466,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 15m
5/1/2024,Allan Gartland,367.88,105.06,444.56543,Beverley,Beverley Soaring Society,AU-WA,Discus a
5/1/2024,Rolf Buelter,389.59,86.96,407.1351,Raywood,Bendigo Gliding Club,AU-VIC,LS 8T 18m
5/1/2024,Michael Durrant,354.24,83.49,388.8027,Raywood,Bendigo Gliding Club,AU-VIC,SZD-38 Jantar 1
5/1/2024,Hans Hiltbrunner,303.68,71.04,388.2847,Narromine,Flying Sisteron,AU-NSW,Std. Libelle
5/1/2024,Paul Dealy,341.91,81.21,383.7709,Benalla,Gliding Club of Victoria,AU-VIC,ASW 20
5/1/2024,Pete Temple,374,130.48,378.05,Waikerie,Adelaide Soaring Club,AU-SA,ASG 29 18m
5/1/2024,Patrick Dunn,351.26,110.23,362.7672,Waikerie,Waikerie Gliding Club,AU-SA,HpH 304 S Shark
5/1/2024,Bas Krebbers,276.64,68.04,360.2101,Tocumwal,Gelderse Zweefvliegclub,AU-NSW,Std. Cirrus
5/1/2024,Trevor Hancock,331.7,99.62,356.52167,Ararat,Grampians Soaring Club,AU-VIC,Arcus M
5/1/2024,Craig Vinall,345.84,93.15,346.76,Waikerie,Waikerie Gliding Club,AU-SA,AS 33 18m
5/1/2024,Roy McInnes,296.75,91.94,343.1702,Beverley,Beverley Soaring Society,AU-WA,LS 4
5/1/2024,Grant Hudson,345.67,90.85,341.59,Waikerie,Waikerie Gliding Club,AU-SA,ASH 31 Mi 21m
5/1/2024,Ross McLernon,283.27,54.47,338.968,Beverley,Beverley Soaring Society,AU-WA,SZD-48 Jantar Std. 2
5/1/2024,David Pietsch,326.97,90.49,334.22974,Waikerie,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
5/1/2024,Adam Stott,264.2,80.43,324.775,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
5/1/2024,Cean Sheeran,261.4,58.94,306.091,Benalla,Gliding Club of Victoria,AU-VIC,SZD-48-3 Jantar Std. 3
5/1/2024,Robert Nicholls,307.64,92.64,301.16943,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 E 18m
5/1/2024,Jenny Ganderton,245.79,75.24,297.27,Waikerie,NT Soaring,AU-SA,LS 4 WL
5/1/2024,Robert Smits,235.12,73.33,287.32095,Waikerie,NT Soaring,AU-SA,LS 4 WL
5/1/2024,Tyson Schmidt,255.3,82,285.48,Gawler,Adelaide Soaring Club,AU-SA,Discus b
5/1/2024,Ed Marel,271.41,81.05,281.9,Temora,Bathurst Soaring Club,AU-NSW,ASH 31 Mi 18m
5/1/2024,Graham Adams ,254.86,74.97,274.9708,Benalla,Gliding Club of Victoria,AU-VIC,Ventus bT 16.6m
5/1/2024,Hisatoshi Hagiwara,281.84,100.78,272.97665,Waikerie,Japan Soaring Club,AU-SA,Arcus M
5/1/2024,Zenon Bussenschutt,229.96,62.92,270.0702,Leeton,Adelaide Soaring Club,AU-NSW,LS 4
5/1/2024,David Nash,237.77,87.66,269.45282,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
5/1/2024,David Fosdick,214.39,76.26,266.4707,Beverley,Beverley Soaring Society,AU-WA,Std. Cirrus
5/1/2024,Sam Woods,251.63,65.77,265.9306,Waikerie,Adelaide University Gliding Club,AU-SA,Std. Libelle
5/1/2024,Stephen Jinks,237.12,70.86,264.99814,Leeton,Bendigo Gliding Club,AU-NSW,Mosquito
5/1/2024,Tony Condon,227.66,79.61,264.52,Leeton,Kansas Soaring Association,AU-NSW,Discus b
5/1/2024,John Grant,276.38,87.82,261.31238,Narrogin,Narrogin Gliding Club,AU-WA,ASG 29 E 18m
5/1/2024,Leonie Furze,221.57,77.15,258.65564,Leeton,Temora Gliding Club,AU-NSW,Discus b
5/1/2024,Kim Houghton,221.31,77,252.33,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 3
5/1/2024,Jo Davis,230.88,85.78,247.48634,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 20
5/1/2024,Brendon Lovell,201.89,84.89,240.44609,Ararat,Grampians Soaring Club,AU-VIC,PIK-20 B
5/1/2024,David Meredith,190.01,59.82,240.14,Leeton,Geelong Gliding Club,AU-NSW,SZD-41 Jantar Std.
5/1/2024,Kevin Roden,197.46,70.12,237.51,Leeton,Darling Downs Soaring Club,AU-NSW,SZD-48 Jantar Std. 2
5/1/2024,Barbora Moravcova,224.01,104.39,236.77379,Narromine,Aeroklub Zbraslavice,AU-NSW,Ventus 3T 18m
5/1/2024,Scott Lennon,180.91,66.57,233.26021,Leeton,Temora Gliding Club,AU-NSW,Std. Libelle
5/1/2024,Graham Brown,195.97,54.8,229.25981,Temora,Bathurst Soaring Club,AU-NSW,PIK-20 B
5/1/2024,Richard Frawley,275.76,126.77,227.13933,Narromine,Narromine Gliding Club,AU-NSW,JS3 RES 18m
5/1/2024,Ethan Blunt,196.23,63.09,226.2,Benalla,Gliding Club of Victoria,AU-VIC,G 104 Speed Astir 2
5/1/2024,Ojars Balodis,223.57,71.49,224.26291,Benalla,Gliding Club of Victoria,AU-VIC,ASH 31 Mi 21m
5/1/2024,Peter Brunton ,158.98,35.88,223.79024,Tocumwal,Darling Downs Soaring Club,AU-NSW,Ka 6
5/1/2024,Nick Gilbert,178.7,65.94,222.06566,Leeton,Adelaide Soaring Club,AU-NSW,Std. Cirrus
5/1/2024,Michal Hruza,149.44,34.21,221.78206,Tocumwal,Aeroklub Břeclav,AU-NSW,L-13 Blaník
5/1/2024,Christian Streifeneder,178.17,61.66,219.9515,Leeton,Temora Gliding Club,AU-NSW,Std. Libelle WL
5/1/2024,Geoff Wood,151.22,67.1,213.16591,Gawler,Adelaide Soaring Club,AU-SA,Pilatus B4 RG
5/1/2024,Rod Clipstone,202,54.75,212.16696,Ararat,Grampians Soaring Club,AU-VIC,DG 400 17m
5/1/2024,Mark Bland,169.95,81.38,210.29347,Mount Beauty,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
5/1/2024,Jasper Jansen,161.79,80.66,206.09,Leeton,Kennemer Zweefvlieg Club,AU-NSW,Std. Libelle
5/1/2024,Ben Spoor,223.13,70.8,200.81,Temora,Bathurst Soaring Club,AU-NSW,Ventus bT 16.6m
5/1/2024,Rodney van den Brink,156.54,66.88,193.90938,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
5/1/2024,Kerrie Claffey,232.66,64.74,193.84297,Temora,Bathurst Soaring Club,AU-NSW,ASG 29 18m
5/1/2024,Shun Iida,164.44,60.33,180.56169,Benalla,Japan Soaring Club,AU-VIC,LS 3
5/1/2024,David Damary,169.54,110.99,161.8787,Narromine,Bathurst Soaring Club,AU-NSW,Diana-3 FES
5/1/2024,Oyvind Ellefsen,141.98,61.23,158.1327,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 7 WL
5/1/2024,Chris Woolley,161.19,75.52,156.75,Kingaroy,Kingaroy Soaring Club,AU-QLD,Ventus 2cxM 18m
5/1/2024,Peter Crowhurst,146.21,56.05,151.511,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 1-f
5/1/2024,Pierre Cosso,116.32,36.69,136.50673,Narromine,Aéroclub Saint-Rémy Les Alpilles,AU-NSW,LS 4
5/1/2024,Andrew Prater,122.73,70.67,135.92223,Ararat,Grampians Soaring Club,AU-VIC,Janus C RG
5/1/2024,Peter Raphael,63.9,36.2,117.23077,Raywood,Bendigo Gliding Club,AU-VIC,ES-56 Nymph
5/1/2024,Mark Hunt,115.71,97.78,108.44,Lake Keepit,Melbourne Gliding Club,AU-NSW,JS3 RES 18m
5/1/2024,Peter De Haan,87.74,61.46,105.263,Benalla,Gliding Club of Victoria,AU-VIC,Hornet
5/1/2024,Jason Tang,94.81,61.22,104.38,Narromine,Melbourne Gliding Club,AU-NSW,Discus a WL
5/1/2024,Peter Miller,81.35,41.15,87.19896,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
5/1/2024,Damien Quirk,81.63,51.21,86.55937,Narrogin,Narrogin Gliding Club,AU-WA,G 102 Astir CS
5/1/2024,Nicholas olszewski,65.6,25.61,67.694336,Beverley,Beverley Soaring Society,AU-WA,DG 1000S 18m
4/1/2024,Attila Bertok,673.94,88.47,739.9706,Narromine,N/A,AU-NSW,Duo Discus
4/1/2024,David Fagan,491.26,89.49,446.97,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
4/1/2024,Mathias Kopp,484.47,90.26,440.5598,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
4/1/2024,David Jansen,443.97,105.51,433.23,Kingaroy,Kingaroy Soaring Club,AU-QLD,ASG 32 Mi
4/1/2024,Jacques Graells,453.1,110.13,418.29504,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
4/1/2024,Matthew Atkinson,425.32,93.86,401.01,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
4/1/2024,Lynn Anderson,364.27,92.35,396.32,Lake Keepit,N/A,AU-NSW,Duo Discus XT
4/1/2024,Sophie Curio,322.08,89.24,375.1698,Narromine,Kingaroy Soaring Club,AU-NSW,LS 4 neo
4/1/2024,Chris Woolley,304.51,88.19,293.51,Kingaroy,Kingaroy Soaring Club,AU-QLD,Ventus 2cxM 18m
4/1/2024,Jacob Bloom,278.15,112.8,292.17,Narromine,Narromine Gliding Club,AU-NSW,JS3 TJ 18m
4/1/2024,Kim Houghton,248.37,72.9,265.87,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 3
4/1/2024,Grant Hudson,268.99,75.45,256.42,Waikerie,Waikerie Gliding Club,AU-SA,ASH 31 Mi 21m
4/1/2024,Jan Habermann,224.88,76.13,238.58305,Narromine,N/A,AU-NSW,Duo Discus
4/1/2024,Mark Dalton,234.83,75.05,229.75636,Kingaroy,Kingaroy Soaring Club,AU-QLD,ASW 20
4/1/2024,Oyvind Ellefsen,194.47,85.69,225.98224,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 7 WL
4/1/2024,David Pietsch,226.07,83.77,201.75537,Waikerie,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
4/1/2024,Patrick Dunn,187.96,58.69,191.04286,Waikerie,Waikerie Gliding Club,AU-SA,HpH 304 S Shark
4/1/2024,Adam Stott,158.35,70.81,189.90384,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
4/1/2024,Craig Vinall,183.21,78.5,188.14,Waikerie,Waikerie Gliding Club,AU-SA,AS 33 18m
4/1/2024,Jenny Ganderton,145.88,72.09,177.9899,Waikerie,NT Soaring,AU-SA,Std. Cirrus
4/1/2024,Jeff Farrow,140.12,43.38,165.37843,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
4/1/2024,John Grant,151.08,89.53,153.42397,Narrogin,Narrogin Gliding Club,AU-WA,ASG 29 E 18m
4/1/2024,Rodney van den Brink,109.77,72.46,139.28125,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
4/1/2024,Tony Scarlett,95.34,52.81,131.6894,Warwick,Warwick Gliding Club,AU-QLD,PW 5
4/1/2024,Mike Sabin,120.68,63.9,113.65,Boonah,Boonah Gliding Club,AU-QLD,Ventus 2cxT 18m
4/1/2024,George Polak,76.62,37.8,83.45047,Warwick,Kingaroy Soaring Club,AU-QLD,Discus a
4/1/2024,Shun Iida,68.89,47.46,78.823074,Benalla,Japan Soaring Club,AU-VIC,LS 4
4/1/2024,Graham Adams ,54.88,57.58,58.291153,Benalla,Gliding Club of Victoria,AU-VIC,Ventus bT 16.6m
4/1/2024,Jaroslaw Mosiejewski,34.36,33.59,40.383335,Horsham,Geelong Gliding Club,AU-VIC,PIK-20 B
3/1/2024,Attila Bertok,696.62,78.8,765.67676,Narromine,N/A,AU-NSW,Duo Discus
3/1/2024,Leo Davies,658.5,101.33,682.21606,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus
3/1/2024,Matthew Atkinson,475.77,122.22,490.43,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
3/1/2024,Jacques Graells,463.99,123.97,470.14795,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
3/1/2024,Mathias Kopp,450.64,106.17,458.41833,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 32
3/1/2024,David Jansen,463.57,105.41,444.69,Kingaroy,Kingaroy Soaring Club,AU-QLD,ASG 32 Mi
3/1/2024,Jan Habermann,431.12,88.13,429.15714,Narromine,N/A,AU-NSW,Duo Discus
3/1/2024,Grant Heaney,325.88,76.74,353.82242,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Discus a
3/1/2024,Nicholas Singer,419.84,113.73,350.53,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 18m
3/1/2024,Jorgen Thomsen,348.5,82.11,347.75668,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Arcus M
3/1/2024,Bernie Sizer,293.42,59.76,330.8549,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
3/1/2024,Anton Horill,285.92,79.11,306.7,Tocumwal,USFC Wien,AU-NSW,Ventus 2cxT 18m
3/1/2024,Tony Condon,271.21,62.44,290.05283,Leeton,Kansas Soaring Association,AU-NSW,Discus b
3/1/2024,Jack Hart,246.69,112.67,264.97635,Leeton,Bendigo Gliding Club,AU-NSW,ASW 20
3/1/2024,Haruya Omori,206.81,67.71,248.5,Tocumwal,N/A,AU-NSW,LS 4
3/1/2024,Inaba Hiroto,199.33,64.27,235.49518,Tocumwal,Adelaide University Gliding Club,AU-NSW,LS 4
3/1/2024,Jaroslaw Mosiejewski,183.76,32.52,206.55392,Horsham,Geelong Gliding Club,AU-VIC,PIK-20 B
3/1/2024,Kento Kojima,194.6,72.68,193.30193,Tocumwal,Adelaide University Gliding Club,AU-NSW,LS 4
3/1/2024,Kevin Roden,114.92,67.8,137.58,Leeton,Darling Downs Soaring Club,AU-NSW,SZD-48 Jantar Std. 2
3/1/2024,Jeff Farrow,106.73,37.42,130.15196,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
3/1/2024,Paul Rodger,48.12,34.79,48.102703,Horsham,Geelong Gliding Club,AU-VIC,LS 6
2/1/2024,Allan Barnes,805.1,104.48,798.65265,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 8 18m
2/1/2024,Mathias Kopp,761.53,109.28,720.7417,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 32
2/1/2024,Jacques Graells,676.42,103.54,704.5025,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
2/1/2024,Attila Bertok,562.78,71.3,540.8643,Narromine,N/A,AU-NSW,Duo Discus
2/1/2024,Leo Davies,476.29,82.63,528.7523,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 8 neo
2/1/2024,Brink van Schalkwyk,478.66,93.55,388.36,Balaklava,Balaklava Gliding Club,AU-SA,ASH 31 Mi 21m
2/1/2024,Sam Woods,300.35,71.67,386.5,Waikerie,Adelaide University Gliding Club,AU-SA,Std. Libelle
2/1/2024,Hisatoshi Hagiwara,332.37,104.19,357.4325,Waikerie,Japan Soaring Club,AU-SA,Arcus M
2/1/2024,Grant Hudson,370.94,109.25,357.22,Waikerie,Waikerie Gliding Club,AU-SA,ASH 31 Mi 21m
2/1/2024,David Pietsch,338.89,105.55,349.36694,Waikerie,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
2/1/2024,David Fagan,387.9,118.03,348.43,Togo Station,Lake Keepit Soaring Club,AU,JS1C 21m
2/1/2024,Adam Stott,288.03,93.47,347.53845,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
2/1/2024,Jenny Ganderton,278.79,75.58,345.88788,Waikerie,NT Soaring,AU-SA,Std. Cirrus
2/1/2024,tanikawa shiro,284.36,85.6,295.82916,Waikerie,Konpeki Soaring Club,AU-SA,Arcus M
2/1/2024,Patrick Dunn,279.53,78.81,289.36554,Waikerie,Waikerie Gliding Club,AU-SA,HpH 304 S Shark
2/1/2024,Rodney van den Brink,124.84,45.47,150.36667,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
2/1/2024,John Spronk,114.77,77.84,131.00385,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
2/1/2024,Craig Vinall,135.97,64.81,126.59,Waikerie,Waikerie Gliding Club,AU-SA,AS 33 18m
2/1/2024,Robert Smits,112.31,52.6,122.508575,Waikerie,NT Soaring,AU-SA,LS 4 WL
2/1/2024,Bernie Sizer,77.62,46.15,91.11863,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
2/1/2024,Melysha Turnbull,16.54,39.88,22.106522,Cootamundra,Southern Cross Gliding Club,AU-NSW,ASK 21
2/1/2024,David Damary,18.48,109.42,17.036066,Narromine,Bathurst Soaring Club,AU-NSW,Diana-3 FES
2/1/2024,Melysha Turnbull,9.93,79.09,12.606522,Cootamundra,Southern Cross Gliding Club,AU-NSW,ASK 21
1/1/2024,Tobias Geiger,764.98,101.59,856.73303,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2ax
1/1/2024,Lumpy Paterson,716.52,105.46,756.74,Tocumwal,Tocumwal Soaring Centre,AU-NSW,JS3 18m
1/1/2024,Kengo Matsumoto,603.12,83.02,713.41,Benalla,Gliding Club of Victoria,AU-VIC,LS 7 WL
1/1/2024,Ethan Blunt,530.47,84.86,626.12,Benalla,Gliding Club of Victoria,AU-VIC,G 104 Speed Astir 2
1/1/2024,Michael Durrant,560.2,91.52,623.2535,Raywood,Bendigo Gliding Club,AU-VIC,LS 8T 18m
1/1/2024,Grant Heaney,511.52,91.64,615.7533,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Discus a
1/1/2024,Rolf Buelter,543.93,93.29,602.65717,Raywood,Bendigo Gliding Club,AU-VIC,SZD-38 Jantar 1
1/1/2024,Ailsa McMillan,497.32,85.57,597.7,Benalla,Gliding Club of Victoria,AU-VIC,LS 4
1/1/2024,Bruce Cowan,613.16,118.51,597.52,Benalla,Gliding Club of Victoria,AU-VIC,JS3 RES 18m
1/1/2024,Attila Bertok,585.22,85.51,586.29285,Narromine,N/A,AU-NSW,Duo Discus
1/1/2024,Chris Hostettler,558.93,98.36,558.82806,Tocumwal,Tocumwal Soaring Centre,AU-NSW,ASW 27
1/1/2024,Anton Horill,508.9,80.91,539.04,Tocumwal,USFC Wien,AU-NSW,Ventus 2cxT 18m
1/1/2024,Richard Traill,555.97,89.52,538.41,Wangaratta,Melbourne Gliding Club,AU-VIC,ASG 29 E 18m
1/1/2024,Murray Stimson,481.97,90.42,537.7531,Wangaratta,Melbourne Gliding Club,AU-VIC,Duo Discus XT
1/1/2024,Ojars Balodis,510.19,94.06,533.2943,Benalla,Gliding Club of Victoria,AU-VIC,ASH 31 Mi 21m
1/1/2024,Tom Spiesser,510.08,95.02,533.23,Benalla,Gliding Club of Victoria,AU-VIC,JS3 18m
1/1/2024,Jaroslaw Mosiejewski,428.28,85.79,530.8059,Horsham,Geelong Gliding Club,AU-VIC,PIK-20 B
1/1/2024,Robert Nicholls,531.23,101.39,525.19507,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 E 18m
1/1/2024,Paul Dealy,460.18,83.9,523.2582,Benalla,Gliding Club of Victoria,AU-VIC,ASW 20
1/1/2024,Terry Bellair,459.74,94.1,521.31,Raywood,Bendigo Gliding Club,AU-VIC,DG 400 17m
1/1/2024,Jorgen Thomsen,505.75,91.56,491.49832,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Arcus M
1/1/2024,Leo Davies,457.17,90.05,487.69003,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 32
1/1/2024,Haruya Omori,387.23,70.64,472.50482,Tocumwal,N/A,AU-NSW,LS 4
1/1/2024,John McWilliam,408.41,91.91,449.75046,Benalla,Gliding Club of Victoria,AU-VIC,DG 1000S 20m
1/1/2024,Tim Wilkin,400.78,77.97,445.35,Benalla,Gliding Club of Victoria,AU-VIC,Mosquito
1/1/2024,Bernie Sizer,446.73,89.39,439.77,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
1/1/2024,Kento Kojima,349.77,71.05,427.94424,Tocumwal,Adelaide University Gliding Club,AU-NSW,LS 4
1/1/2024,Hiroto Mori,347.55,57.5,425.82404,Tocumwal,N/A,AU-NSW,LS 4
1/1/2024,Jeff Farrow,331.4,60.32,419.47253,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
1/1/2024,Jan Habermann,422.62,103.06,419.17587,Narromine,N/A,AU-NSW,Duo Discus
1/1/2024,Shun Iida,346.52,71.94,416.53464,Benalla,Japan Soaring Club,AU-VIC,LS 4
1/1/2024,Mark Hunt,402.78,113.31,414.14,Wangaratta,Melbourne Gliding Club,AU-VIC,JS3 RES 18m
1/1/2024,Tim Shirley,358.92,96.04,406.59445,Benalla,Gliding Club of Victoria,AU-VIC,ASW 28
1/1/2024,Pam Kurstjens-Hawkins,419.75,110.89,405.31638,Narromine,Darling Downs Soaring Club,AU-NSW,Ventus 3M 18m
1/1/2024,Mark Bland,318.64,64.66,400.32828,Benalla,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
1/1/2024,Lando Blazejewski,347.6,71.64,399.64734,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
1/1/2024,John Switala,403.77,94.42,399.34,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cT 18m
1/1/2024,Paul Rodger,320.1,81.64,397.3529,Horsham,Geelong Gliding Club,AU-VIC,LS 4
1/1/2024,Gordon Trollip,342.74,80.6,395.21262,Raywood,Bendigo Gliding Club,AU-VIC,LS 6
1/1/2024,Alan Payne,375.02,75.52,390.46848,Wangaratta,Melbourne Gliding Club,AU-VIC,DG 1000S 20m
1/1/2024,Scott Lennon,298.43,88.88,387.90814,Temora,Temora Gliding Club,AU-NSW,Std. Libelle
1/1/2024,Steve Trone,328.96,82.38,386.74,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Mini Nimbus
1/1/2024,Les Kinsley,297.77,81.98,385.51123,Temora,Temora Gliding Club,AU-NSW,Std. Libelle
1/1/2024,Adam Mechler,309.96,66.67,384.01154,Horsham,Geelong Gliding Club,AU-VIC,DG 300
1/1/2024,Charles Day,402.18,98.66,380.08908,Milawa,Gliding Club of Victoria,AU,Kestrel 17m
1/1/2024,Gerrit Kurstjens,416,107.62,374.18436,Narromine,Darling Downs Soaring Club,AU-NSW,EB 29
1/1/2024,Terry Cubley,370.36,89.15,370.9701,Benalla,Gliding Club of Victoria,AU-VIC,Mosquito
1/1/2024,Rod Ferrier,324.8,75.64,369.562,Cootamundra,Southern Cross Gliding Club,AU-NSW,SZD-48 Jantar Std. 2
1/1/2024,Phil Heintze,308.34,76.86,366.548,Tocumwal,Tocumwal Soaring Centre,AU-NSW,ASW 19
1/1/2024,Tim Causer,302.32,104.41,362.89905,Temora,Temora Gliding Club,AU-NSW,ASW 24 E
1/1/2024,Grant Johnson,340.43,121.44,361.58597,Temora,Temora Gliding Club,AU-NSW,ASG 29 E 18m
1/1/2024,Shaun Driscoll,426.8,105.02,351.93607,Benalla,Gliding Club of Victoria,AU-VIC,Nimbus 3T 25.5m
1/1/2024,Javier Rebage,340.19,69.89,350.52347,Benalla,Gliding Club of Victoria,AU-VIC,Ventus c 17.6m
1/1/2024,Raymond Caldon,360.14,91.19,348.53,Cootamundra,Southern Cross Gliding Club,AU-NSW,LS 6 17.5m
1/1/2024,Brian Kranz,282.91,88.58,339.83646,Temora,Temora Gliding Club,AU-NSW,LS 3
1/1/2024,Adrian Ginn,283.01,103.6,335.82803,Sunraysia,Sunraysia Gliding Club,AU-VIC,LS 3a
1/1/2024,John Jurotte,312.89,81.76,335.49533,Cootamundra,Bathurst Soaring Club,AU-NSW,Mosquito
1/1/2024,Craig Dilks ,268.88,75.26,333.98724,Raywood,Bendigo Gliding Club,AU-VIC,PIK-20 B
1/1/2024,Alessandro Simeoli,304.67,66.91,332.72763,Cootamundra,Southern Cross Gliding Club,AU-NSW,DG 303
1/1/2024,John Orton,303.12,96.69,315.23553,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
1/1/2024,David Pietsch,303.42,98.31,313.86447,Waikerie,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
1/1/2024,Robert Smits,256.83,74.48,310.01715,Waikerie,NT Soaring,AU-SA,LS 4 WL
1/1/2024,Inaba Hiroto,314.22,57.13,309.15,Tocumwal,Adelaide University Gliding Club,AU-NSW,LS 4
1/1/2024,Patrick Dunn,289.75,93.17,307.43027,Waikerie,Waikerie Gliding Club,AU-SA,HpH 304 S Shark
1/1/2024,Russell Edwards,277.45,97.67,302.79,Benalla,Gliding Club of Victoria,AU-VIC,ASW 28
1/1/2024,Jim Bannatyne,291.04,73.12,296.4281,Cootamundra,Southern Cross Gliding Club,AU-NSW,ASG 29 18m
1/1/2024,Steven Coulton,230.83,75.89,291.34,Raywood,Melbourne Gliding Club,AU-VIC,Std. Libelle
1/1/2024,Jenny Ganderton,229.08,70.92,289.6485,Waikerie,NT Soaring,AU-SA,Std. Cirrus
1/1/2024,Peter Eicher,178.79,47.09,285.98553,Porepunkah,N/A,AU-VIC,Archaeopteryx
1/1/2024,Mark Simpson,257.12,80.76,277.10638,Benalla,N/A,AU-VIC,Silent 2
1/1/2024,Bernie Baer,243.48,80.63,269.76227,Temora,Temora Gliding Club,AU-NSW,SZD-55-1 Nexus
1/1/2024,Wayne Mackley,224.89,70.4,266.69,Horsham,Geelong Gliding Club,AU-VIC,SZD-41 Jantar Std.
